ensembl_gene_id	percentage_gene_gc_content
ENSG00000006555.10	0.56729975227085
ENSG00000006576.16	0.355424473745084
ENSG00000006606.8	0.521246458923513
ENSG00000006607.13	0.479844584749879
ENSG00000006611.15	0.560154975530179
ENSG00000006625.17	0.41577958672511
ENSG00000006634.7	0.387955487671831
ENSG00000006638.11	0.625134264232009
ENSG00000006652.13	0.405127520363199
ENSG00000006659.12	0.478220574606117
ENSG00000006695.10	0.493379571248424
ENSG00000006704.10	0.581717451523546
ENSG00000006712.14	0.562968515742129
ENSG00000006715.15	0.400333290603769
ENSG00000006740.16	0.527744855080271
ENSG00000006744.18	0.544996059889677
ENSG00000006747.14	0.407898133012131
ENSG00000006756.15	0.513371266002845
ENSG00000006757.11	0.426620168555652
ENSG00000006788.13	0.524019607843137
ENSG00000006831.9	0.437053419530453
ENSG00000006837.11	0.384363755315669
ENSG00000007001.12	0.41630030436253
ENSG00000007038.10	0.601931875953228
ENSG00000007047.14	0.577084583083383
ENSG00000007062.11	0.466908797417272
ENSG00000007080.10	0.619277108433735
ENSG00000007129.17	0.559572301425662
ENSG00000007168.12	0.421188630490956
ENSG00000007171.17	0.570840009155413
ENSG00000007174.17	0.510777385159011
ENSG00000007202.14	0.506767731456416
ENSG00000007216.14	0.574085554866708
ENSG00000007237.18	0.523564356435644
ENSG00000007255.10	0.646302250803859
ENSG00000007264.14	0.644771794252596
ENSG00000007306.14	0.453756134390336
ENSG00000007312.12	0.609615384615385
ENSG00000007314.12	0.576367827247361
ENSG00000007341.18	0.445444458143262
ENSG00000007350.16	0.503013698630137
ENSG00000007372.22	0.47938689217759
ENSG00000007376.7	0.662332972192127
ENSG00000007384.15	0.617826617826618
ENSG00000007392.16	0.470693005181347
ENSG00000007402.11	0.583992407465992
ENSG00000007516.13	0.65375854214123
ENSG00000007520.3	0.670957361222848
ENSG00000007541.16	0.662322874493927
ENSG00000007545.15	0.57446554401051
ENSG00000007866.20	0.596520026263953
ENSG00000007908.15	0.422028353326063
ENSG00000007923.15	0.534330120007869
ENSG00000007933.12	0.431417845798441
ENSG00000007944.14	0.464556544675239
ENSG00000007952.17	0.440094899169632
ENSG00000007968.6	0.565512186182884
ENSG00000008018.8	0.424202127659574
ENSG00000008056.13	0.594191522762951
ENSG00000008083.13	0.509393183707398
ENSG00000008086.11	0.426998535871157
ENSG00000008118.9	0.536248131539611
ENSG00000008128.22	0.563284407572857
ENSG00000008130.15	0.591202872531418
ENSG00000008196.12	0.482842738656692
ENSG00000008197.4	0.482758620689655
ENSG00000008226.19	0.552050851523147
ENSG00000008256.15	0.543388429752066
ENSG00000008277.14	0.398639232723994
ENSG00000008282.8	0.434022824536377
ENSG00000008283.15	0.59906015037594
ENSG00000008294.20	0.41411017303352
ENSG00000008300.16	0.612052187702732
ENSG00000008311.14	0.420605532563712
ENSG00000008323.15	0.607746478873239
ENSG00000008324.11	0.479198767334361
ENSG00000008382.15	0.659346022449976
ENSG00000008394.12	0.386693548387097
ENSG00000008405.11	0.429276965626235
ENSG00000008438.4	0.623611111111111
ENSG00000008441.16	0.608378292605522
ENSG00000008513.15	0.522932670582919
ENSG00000008516.16	0.653659718856035
ENSG00000008517.16	0.582736054845746
ENSG00000008710.19	0.657727174616879
ENSG00000008735.13	0.634807659718692
ENSG00000008838.19	0.573685722493536
ENSG00000008853.16	0.590577507598784
ENSG00000008869.11	0.413112356812089
ENSG00000008952.16	0.372098890010091
ENSG00000008988.9	0.436708860759494
ENSG00000009307.15	0.405330564209069
ENSG00000009335.17	0.456616052060738
ENSG00000009413.15	0.391951710261569
ENSG00000009694.13	0.421991315136476
ENSG00000009709.11	0.54585775384128
ENSG00000009724.16	0.554928252175959
ENSG00000009765.14	0.433217525574213
ENSG00000009780.15	0.413237481408032
ENSG00000009790.14	0.448
ENSG00000009830.11	0.52847721822542
ENSG00000009844.15	0.38006058936932
ENSG00000009950.15	0.618899273104881
ENSG00000009954.10	0.476960158797675
ENSG00000010017.12	0.456827009262026
ENSG00000010030.13	0.526116259477675
ENSG00000010072.15	0.422621063325432
ENSG00000010165.19	0.498040240397178
ENSG00000010219.13	0.457470938474624
ENSG00000010244.18	0.366300366300366
ENSG00000010256.10	0.583436341161928
ENSG00000010270.13	0.444802207911684
ENSG00000010278.13	0.517887154861945
ENSG00000010282.14	0.576271186440678
ENSG00000010292.12	0.518883921689533
ENSG00000010295.19	0.587545646742264
ENSG00000010310.8	0.569890202702703
ENSG00000010318.20	0.501336501336501
ENSG00000010319.6	0.585312312911594
ENSG00000010322.15	0.584870647309246
ENSG00000010327.10	0.620891575368341
ENSG00000010361.13	0.575932203389831
ENSG00000010379.15	0.530285175583314
ENSG00000010404.17	0.440163581575549
ENSG00000010438.16	0.572716346153846
ENSG00000010539.11	0.448786343024807
ENSG00000010610.9	0.552694741435741
ENSG00000010626.14	0.545841519318926
ENSG00000010671.15	0.454426229508197
ENSG00000010704.18	0.433303964757709
ENSG00000010803.16	0.509557004722285
ENSG00000010810.17	0.460666576710295
ENSG00000010818.9	0.479498221306871
ENSG00000010932.16	0.424486396446419
ENSG00000011007.12	0.491745501762196
ENSG00000011009.10	0.620218579234973
ENSG00000011021.22	0.529728407144605
ENSG00000011028.13	0.637755102040816
ENSG00000011052.21	0.531829170024174
ENSG00000011083.8	0.605556820769756
ENSG00000011105.13	0.595944967414917
ENSG00000011114.14	0.423453630989147
ENSG00000011132.11	0.608171346292297
ENSG00000011143.16	0.522069641981363
ENSG00000011198.9	0.424294608557425
ENSG00000011201.11	0.405693451128874
ENSG00000011243.17	0.606376697500492
ENSG00000011258.15	0.389806971253992
ENSG00000011260.13	0.430356486585814
ENSG00000011275.18	0.51712823205145
ENSG00000011295.15	0.463459604425075
ENSG00000011304.19	0.604968763620514
ENSG00000011332.19	0.608333333333333
ENSG00000011347.9	0.605912985049555
ENSG00000011376.10	0.48220822960902
ENSG00000011405.13	0.378096479791395
ENSG00000011422.11	0.526587390621494
ENSG00000011426.10	0.40335994677312
ENSG00000011451.19	0.616120496641563
ENSG00000011454.16	0.423379174852652
ENSG00000011465.16	0.367634467190784
ENSG00000011478.11	0.579716193656094
ENSG00000011485.14	0.561694290976059
ENSG00000011523.13	0.464919401600371
ENSG00000011566.14	0.378111092797099
ENSG00000011590.13	0.587364620938628
ENSG00000011600.11	0.595369349503859
ENSG00000011638.10	0.500781860828773
ENSG00000011677.12	0.465776293823038
ENSG00000012048.21	0.435615543703059
ENSG00000012061.15	0.559720229555237
ENSG00000012124.16	0.54992693619094
ENSG00000012171.19	0.635922330097087
ENSG00000012174.11	0.387476195810463
ENSG00000012211.12	0.622730118973075
ENSG00000012223.12	0.53072757240405
ENSG00000012232.8	0.508547655068079
ENSG00000012504.14	0.405293631100083
ENSG00000012660.13	0.425124573826383
ENSG00000012779.10	0.589544235924933
ENSG00000012817.15	0.454084328437071
ENSG00000012822.15	0.516970105641717
ENSG00000012963.14	0.455603681645912
ENSG00000012983.11	0.376771653543307
ENSG00000013016.15	0.538826574633305
ENSG00000013275.7	0.54754922496858
ENSG00000013288.8	0.574511126095752
ENSG00000013293.5	0.430347069509513
ENSG00000013297.11	0.493569131832797
ENSG00000013306.15	0.618547929665343
ENSG00000013364.18	0.57352222765022
ENSG00000013374.16	0.482165958233229
ENSG00000013375.15	0.395773687798228
ENSG00000013392.7	0.426014957264957
ENSG00000013441.15	0.393230174081238
ENSG00000013503.9	0.445244956772334
ENSG00000013523.9	0.529934518241347
ENSG00000013561.17	0.443152195708843
ENSG00000013563.13	0.571670702179177
ENSG00000013573.16	0.565918318605207
ENSG00000013583.9	0.46891342242882
ENSG00000013588.8	0.497867298578199
ENSG00000013619.13	0.544645854313528
ENSG00000013725.14	0.582242363209131
ENSG00000013810.18	0.606004901960784
ENSG00000014123.9	0.37320995814056
ENSG00000014138.8	0.518337408312958
ENSG00000014164.6	0.641114982578397
ENSG00000014216.15	0.605719581623196
ENSG00000014257.15	0.435249224898641
ENSG00000014641.17	0.41122244488978
ENSG00000014824.13	0.379930795847751
ENSG00000014914.20	0.509864094695309
ENSG00000014919.12	0.447689729470912
ENSG00000015133.18	0.563013037180106
ENSG00000015153.14	0.368576436940677
ENSG00000015171.19	0.428679245283019
ENSG00000015285.10	0.600167996640067
ENSG00000015413.9	0.633175009134088
ENSG00000015475.18	0.5314889788574
ENSG00000015479.18	0.385938792390405
ENSG00000015520.14	0.582825590251333
ENSG00000015532.9	0.588084795321637
ENSG00000015568.12	0.399506172839506
ENSG00000015592.16	0.509107468123862
ENSG00000015676.17	0.5379214871947
ENSG00000016082.14	0.453504510756419
ENSG00000016391.10	0.525006444960041
ENSG00000016402.13	0.45369978858351
ENSG00000016490.15	0.432035928143713
ENSG00000016602.9	0.378590078328982
ENSG00000016864.18	0.468939994713191
ENSG00000017260.19	0.398218680417204
ENSG00000017427.16	0.370598374784536
ENSG00000017483.14	0.57847533632287
ENSG00000017797.12	0.45940569439264
ENSG00000018189.12	0.416480793060719
ENSG00000018236.14	0.389215162840363
ENSG00000018280.16	0.573766712770862
ENSG00000018408.14	0.426363960537264
ENSG00000018510.14	0.371556051310653
ENSG00000018607.6	0.43630214205186
ENSG00000018610.14	0.463565891472868
ENSG00000018625.14	0.533343918704351
ENSG00000018699.12	0.444670345628812
ENSG00000018869.16	0.429850746268657
ENSG00000019102.11	0.583798882681564
ENSG00000019144.18	0.54387257158641
ENSG00000019169.10	0.568542568542569
ENSG00000019186.9	0.449899295065458
ENSG00000019485.13	0.543328550932568
ENSG00000019505.7	0.480641592920354
ENSG00000019549.11	0.410082547169811
ENSG00000019582.14	0.588881909547739
ENSG00000019991.16	0.360191504532953
ENSG00000019995.6	0.393625896879693
ENSG00000020129.15	0.612161887329673
ENSG00000020181.17	0.627814757116556
ENSG00000020219.9	0.571087216248507
ENSG00000020256.19	0.542518222095184
ENSG00000020426.10	0.365071151358344
ENSG00000020577.13	0.477239112571898
ENSG00000020633.18	0.574176431571966
ENSG00000020922.12	0.385875926648459
ENSG00000021300.13	0.565984188120819
ENSG00000021355.12	0.483839689722043
ENSG00000021461.16	0.432688661357603
ENSG00000021488.12	0.529457065845206
ENSG00000021574.12	0.40895679662803
ENSG00000021645.18	0.45381396845832
ENSG00000021762.19	0.626171979641039
ENSG00000021776.10	0.388231815493791
ENSG00000021826.15	0.41754060324826
ENSG00000021852.12	0.465005496518871
ENSG00000022267.16	0.500750375187594
ENSG00000022277.12	0.463204528673394
ENSG00000022355.16	0.394808940158616
ENSG00000022556.15	0.507682559797244
ENSG00000022567.9	0.572026022304833
ENSG00000022840.15	0.504652343089156
ENSG00000022976.15	0.532200357781753
ENSG00000023041.11	0.417022411953042
ENSG00000023171.17	0.507636412568122
ENSG00000023191.16	0.610116625983184
ENSG00000023228.13	0.422562764916857
ENSG00000023287.12	0.378069599474721
ENSG00000023318.7	0.388957560774619
ENSG00000023330.14	0.51813880126183
ENSG00000023445.13	0.366719872306464
ENSG00000023516.8	0.373185483870968
ENSG00000023572.9	0.365861513687601
ENSG00000023608.4	0.376506024096386
ENSG00000023697.12	0.428973277074543
ENSG00000023734.10	0.422885572139304
ENSG00000023839.11	0.442643868827357
ENSG00000023892.10	0.603143418467583
ENSG00000023902.13	0.540594059405941
ENSG00000023909.9	0.386346863468635
ENSG00000024048.10	0.418891402714932
ENSG00000024422.11	0.610247259750191
ENSG00000024526.16	0.35010162601626
ENSG00000024862.17	0.463171864631719
ENSG00000025039.14	0.431388012618297
ENSG00000025156.12	0.404145077720207
ENSG00000025293.16	0.449242514612907
ENSG00000025423.11	0.477112676056338
ENSG00000025434.18	0.560114714317229
ENSG00000025708.13	0.648795180722892
ENSG00000025770.18	0.601139601139601
ENSG00000025772.7	0.53443258971872
ENSG00000025796.13	0.381041108652614
ENSG00000025800.13	0.47620320855615
ENSG00000026025.15	0.501938735944164
ENSG00000026036.22	0.638953040800616
ENSG00000026103.21	0.438278861979779
ENSG00000026297.15	0.513018448253304
ENSG00000026508.18	0.42313074770092
ENSG00000026559.13	0.577524370057017
ENSG00000026652.13	0.474740563348158
ENSG00000026751.16	0.460376577695013
ENSG00000026950.16	0.475211826212367
ENSG00000027001.9	0.47138244790138
ENSG00000027075.14	0.494735650401902
ENSG00000027644.4	0.609684375612625
ENSG00000027697.14	0.420506560878853
ENSG00000027847.13	0.606454231784047
ENSG00000027869.11	0.59156050955414
ENSG00000028116.17	0.440101954120646
ENSG00000028137.18	0.594530005310674
ENSG00000028203.17	0.385634349663127
ENSG00000028277.21	0.561618165784832
ENSG00000028310.17	0.553698286669453
ENSG00000028528.14	0.463394683026585
ENSG00000028839.9	0.392538202024211
ENSG00000029153.14	0.408850064442217
ENSG00000029363.16	0.354557851673135
ENSG00000029364.11	0.435117713004484
ENSG00000029534.20	0.579698064277114
ENSG00000029559.6	0.423673997412678
ENSG00000029639.10	0.432383040935673
ENSG00000029725.16	0.422906139947941
ENSG00000029993.14	0.457020418452231
ENSG00000030066.13	0.415461753731343
ENSG00000030110.12	0.588155515370705
ENSG00000030304.13	0.450541686292982
ENSG00000030419.16	0.366013071895425
ENSG00000030582.17	0.614945652173913
ENSG00000031003.10	0.39644535840188
ENSG00000031081.10	0.496589940323956
ENSG00000031691.6	0.338718984420081
ENSG00000031698.12	0.485662148070907
ENSG00000031823.14	0.570718603089322
ENSG00000032219.18	0.397066596194503
ENSG00000032389.12	0.531774891774892
ENSG00000032444.16	0.636642498605689
ENSG00000032742.17	0.385370643102602
ENSG00000033011.12	0.518778827146936
ENSG00000033030.13	0.415607189829022
ENSG00000033050.8	0.529566674646876
ENSG00000033100.16	0.604756242568371
ENSG00000033122.18	0.372372372372372
ENSG00000033170.16	0.423432835820896
ENSG00000033178.12	0.351207137858642
ENSG00000033327.12	0.536405257716733
ENSG00000033627.16	0.490460976722958
ENSG00000033800.13	0.434112843355605
ENSG00000033867.16	0.365120632279534
ENSG00000034053.14	0.561944970155772
ENSG00000034152.18	0.590800951625694
ENSG00000034239.10	0.451507321274763
ENSG00000034510.5	0.538306451612903
ENSG00000034533.11	0.453457834840969
ENSG00000034677.12	0.436080252031172
ENSG00000034693.14	0.373087308730873
ENSG00000034713.7	0.460118655240606
ENSG00000034971.16	0.51738923296808
ENSG00000035115.21	0.430183609493954
ENSG00000035141.7	0.50550874918989
ENSG00000035403.17	0.453662930344275
ENSG00000035499.12	0.379926431949553
ENSG00000035664.11	0.504334410813988
ENSG00000035681.8	0.432927818329278
ENSG00000035687.9	0.401800327332242
ENSG00000035720.7	0.386706948640483
ENSG00000035862.12	0.548020592934493
ENSG00000035928.15	0.417472838219973
ENSG00000036054.12	0.378482972136223
ENSG00000036257.12	0.369230769230769
ENSG00000036448.9	0.516001132823563
ENSG00000036473.7	0.40625
ENSG00000036530.8	0.475620188195038
ENSG00000036549.12	0.382992895204263
ENSG00000036565.14	0.478260869565217
ENSG00000036672.15	0.583076245041869
ENSG00000036828.16	0.474302374010829
ENSG00000037042.8	0.555916305916306
ENSG00000037241.7	0.515463917525773
ENSG00000037280.15	0.624943515589697
ENSG00000037474.14	0.475118053033055
ENSG00000037637.10	0.453918076580588
ENSG00000037749.12	0.44143681847338
ENSG00000037757.13	0.541666666666667
ENSG00000037897.16	0.566196108355589
ENSG00000037965.5	0.508205399682372
ENSG00000038002.8	0.394392523364486
ENSG00000038210.12	0.390395480225989
ENSG00000038219.12	0.418032786885246
ENSG00000038274.16	0.383854065592859
ENSG00000038295.7	0.414384472214836
ENSG00000038358.14	0.594848533938118
ENSG00000038382.19	0.505942857142857
ENSG00000038427.15	0.418447845728542
ENSG00000038532.15	0.521345818124107
ENSG00000038945.14	0.381976446492576
ENSG00000039068.18	0.48712967459932
ENSG00000039123.15	0.406962602614777
ENSG00000039139.9	0.440789074355083
ENSG00000039319.16	0.363842596632057
ENSG00000039523.19	0.61836825679893
ENSG00000039537.13	0.431103608356193
ENSG00000039560.13	0.447378691296995
ENSG00000039600.10	0.508787093056756
ENSG00000039650.11	0.610355987055016
ENSG00000039987.6	0.603174603174603
ENSG00000040199.18	0.446409989594173
ENSG00000040275.16	0.401716558509525
ENSG00000040341.17	0.388641920426761
ENSG00000040487.12	0.619136262099777
ENSG00000040531.14	0.561212477928193
ENSG00000040608.13	0.668763102725367
ENSG00000040633.12	0.579231045634208
ENSG00000040731.10	0.413934426229508
ENSG00000040933.15	0.49063471600819
ENSG00000041353.9	0.36208288482239
ENSG00000041357.15	0.426243567753002
ENSG00000041515.15	0.480182430231295
ENSG00000041802.10	0.457866334578663
ENSG00000041880.14	0.582308743169399
ENSG00000041982.15	0.519821502698215
ENSG00000041988.15	0.589390962671906
ENSG00000042062.11	0.579131303045432
ENSG00000042088.13	0.471816283924843
ENSG00000042286.14	0.53047711781889
ENSG00000042304.11	0.43574297188755
ENSG00000042317.16	0.395081490104773
ENSG00000042429.11	0.402167369054786
ENSG00000042445.13	0.537078651685393
ENSG00000042493.15	0.608362102032988
ENSG00000042753.11	0.550469483568075
ENSG00000042781.12	0.431873597971325
ENSG00000042813.7	0.41316685584563
ENSG00000042832.11	0.52703916636723
ENSG00000042980.12	0.386268848251524
ENSG00000043039.6	0.521311475409836
ENSG00000043093.13	0.352710413694722
ENSG00000043143.20	0.564240153892882
ENSG00000043355.11	0.585800604229607
ENSG00000043462.11	0.439812258420762
ENSG00000043514.16	0.429205571712843
ENSG00000043591.5	0.574483000350508
ENSG00000044012.3	0.628140703517588
ENSG00000044090.8	0.593816631130064
ENSG00000044115.20	0.480634201585504
ENSG00000044446.11	0.539594639494961
ENSG00000044459.14	0.369848156182213
ENSG00000044524.10	0.398411747078214
ENSG00000044574.7	0.460337768679631
ENSG00000046604.12	0.413247172859451
ENSG00000046647.13	0.480610561056106
ENSG00000046651.14	0.415893271461717
ENSG00000046653.14	0.408105726872247
ENSG00000046774.9	0.480160723254646
ENSG00000046889.18	0.386963012108144
ENSG00000047056.15	0.497166666666667
ENSG00000047188.15	0.367788461538462
ENSG00000047230.14	0.464791288566243
ENSG00000047249.17	0.433202357563851
ENSG00000047315.15	0.41687849517031
ENSG00000047346.12	0.389239218877136
ENSG00000047365.11	0.390489217895076
ENSG00000047410.13	0.394817813765182
ENSG00000047457.13	0.382264254385965
ENSG00000047578.12	0.545993458708095
ENSG00000047579.19	0.515072083879423
ENSG00000047597.6	0.418506431176809
ENSG00000047617.14	0.499280575539568
ENSG00000047621.11	0.399068637375987
ENSG00000047634.14	0.354375113698381
ENSG00000047644.18	0.531627776215912
ENSG00000047648.21	0.509448319594166
ENSG00000047662.4	0.491996375717306
ENSG00000047849.21	0.484240112427223
ENSG00000047932.13	0.39628349178911
ENSG00000047936.10	0.420570264765784
ENSG00000048028.11	0.430844553243574
ENSG00000048052.21	0.394603910382124
ENSG00000048140.17	0.593480345158197
ENSG00000048162.20	0.501747030048917
ENSG00000048342.15	0.443071259531948
ENSG00000048392.11	0.386445565969719
ENSG00000048405.9	0.433454168824443
ENSG00000048462.10	0.434704830053667
ENSG00000048471.13	0.51141795007966
ENSG00000048540.14	0.380015582391897
ENSG00000048544.5	0.41563981042654
ENSG00000048545.13	0.551900897052542
ENSG00000048649.13	0.383290978398983
ENSG00000048707.15	0.458253081664099
ENSG00000048740.18	0.433503370377118
ENSG00000048828.16	0.453775680177679
ENSG00000048991.16	0.449860724233983
ENSG00000049089.14	0.635997154375148
ENSG00000049130.15	0.385012087026591
ENSG00000049167.14	0.427863436123348
ENSG00000049192.14	0.41753239173573
ENSG00000049239.12	0.565497264242034
ENSG00000049245.12	0.434057971014493
ENSG00000049246.14	0.437461414989505
ENSG00000049247.13	0.404801786711334
ENSG00000049249.8	0.434054651713789
ENSG00000049283.17	0.60792761740629
ENSG00000049323.15	0.506481102469641
ENSG00000049449.9	0.457540106951872
ENSG00000049540.16	0.586365025985937
ENSG00000049541.10	0.52962460425147
ENSG00000049618.23	0.430243749580321
ENSG00000049656.13	0.579533323166082
ENSG00000049759.17	0.472529361214552
ENSG00000049768.14	0.603324518322629
ENSG00000049769.12	0.580397795351066
ENSG00000049860.13	0.428261298598776
ENSG00000049883.14	0.425257944696657
ENSG00000050030.14	0.410228325890977
ENSG00000050130.17	0.390114942528736
ENSG00000050165.17	0.527179284443566
ENSG00000050327.14	0.564798899965624
ENSG00000050344.8	0.453753824429277
ENSG00000050393.11	0.444444444444444
ENSG00000050405.13	0.41538705081526
ENSG00000050426.15	0.466014588859416
ENSG00000050438.16	0.456618464961068
ENSG00000050555.17	0.627205688701607
ENSG00000050628.20	0.382057391484513
ENSG00000050730.15	0.41427813163482
ENSG00000050748.17	0.415968732551647
ENSG00000050767.16	0.632235793945831
ENSG00000050820.16	0.635868380910874
ENSG00000051009.10	0.560388513513513
ENSG00000051108.14	0.430261881668283
ENSG00000051128.18	0.626826417299825
ENSG00000051180.16	0.49080761654629
ENSG00000051341.13	0.414574468085106
ENSG00000051382.8	0.397707006369427
ENSG00000051523.10	0.637176050044683
ENSG00000051596.9	0.483058210251955
ENSG00000051620.10	0.47759752800309
ENSG00000051825.14	0.400135869565217
ENSG00000052126.14	0.422599139990444
ENSG00000052344.15	0.596677740863787
ENSG00000052723.11	0.374109263657957
ENSG00000052749.13	0.563841013014421
ENSG00000052795.12	0.417556128082444
ENSG00000052802.12	0.393499308437068
ENSG00000052841.14	0.404200638071606
ENSG00000052850.6	0.58237747653806
ENSG00000053108.16	0.537422037422037
ENSG00000053254.15	0.45508927762168
ENSG00000053328.8	0.578354002254791
ENSG00000053371.12	0.600224592925323
ENSG00000053372.4	0.561658398299079
ENSG00000053438.9	0.581081081081081
ENSG00000053501.12	0.562731386260798
ENSG00000053524.12	0.449047063399455
ENSG00000053702.14	0.541205850874063
ENSG00000053747.16	0.479765635645183
ENSG00000053770.11	0.35384379315636
ENSG00000053900.10	0.370696557245797
ENSG00000053918.16	0.619968518102091
ENSG00000054116.11	0.520272185993762
ENSG00000054118.14	0.476351351351351
ENSG00000054148.17	0.649503722084367
ENSG00000054179.11	0.645271553361185
ENSG00000054219.10	0.407137985905888
ENSG00000054267.21	0.415424907432493
ENSG00000054277.13	0.452368137782562
ENSG00000054282.15	0.417888012025554
ENSG00000054356.13	0.558528023241738
ENSG00000054392.12	0.447824122873061
ENSG00000054523.17	0.441422121896163
ENSG00000054598.7	0.56316861946001
ENSG00000054611.13	0.576105362182502
ENSG00000054654.16	0.430356346018997
ENSG00000054690.13	0.511694554867339
